CUSIP Number,SEDOL Number,Local Currency Code,Trade Country Name,Security Name,Security Description,Maturity Date,Interest Rate,Original Face,Shares/Par Value,Base Market Value,Base Total Cost,Base Unrealized Gain/Loss,Base Accrued Interest,Local Market Value,Local Total Cost Amount,Local Unrealized Gain/Loss,Local Accrued Interest,Period End Date,Asset Class,Investment Type Name,Major Industry Name,Minor Industry Name,Moody's Quality Rating,S and P Quality Rating,Direct/Group Trust Holding
'30219GAQ1,'BZ5YJZ9,USD,UNITED STATES OF AMERICA (THE),EXPRESS SCRIPTS HOLDING,3%   15 Jul 2023,7/15/23,3,0,165000,163866.45,164853.15,-986.7,2282.5,163866.45,164853.15,-986.7,2282.5,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Baa2,BBB+,Direct
'30219GAN8,'BZ5YJW6,USD,UNITED STATES OF AMERICA (THE),EXPRESS SCRIPTS HOLDING,3.4%   01 Mar 2027,3/1/27,3.4,0,170000,164072.1,161175.3,2896.8,1926.67,164072.1,161175.3,2896.8,1926.67,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Baa2,BBB+,Direct
'30219GAP3,'BD8NZ06,USD,UNITED STATES OF AMERICA (THE),EXPRESS SCRIPTS HOLDING,4.8%   15 Jul 2046,7/15/46,4.8,0,375000,381438.75,357660,23778.75,8300,381438.75,357660,23778.75,8300,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Baa2,BBB+,Direct
'30231GAV4,'BYYD0M4,USD,UNITED STATES OF AMERICA (THE),EXXON MOBIL CORPORATION,2.222%   01 Mar 2021,3/1/21,2.222,0,505000,508312.8,505000,3312.8,3740.37,508312.8,505000,3312.8,3740.37,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,ELECTRIC/GAS,Aaa,AA+,Direct
'31359KRY5,',USD,UNITED STATES OF AMERICA (THE),FANNIE MAE,8%   25 Nov 2023,11/25/23,8,1500000,3512.15,3902.92,3530.86,372.06,0,3902.92,3530.86,372.06,0,6/30/17,FIXED INCOME,CMO,CMO,AGENCY CMOS,,,Direct
'3136A9HB7,'B7YWRX2,USD,UNITED STATES OF AMERICA (THE),FANNIE MAE,1%   25 Oct 2042,10/25/42,2.65324,200000,52501,42682.93,50462.33,-7779.4,23.22,42682.93,50462.33,-7779.4,23.22,6/30/17,FIXED INCOME,CMO,CMO,AGENCY CMOS,,,Direct
'3136ADB40,',USD,UNITED STATES OF AMERICA (THE),FANNIE MAE,3.5%   25 Mar 2042,3/25/42,3.5,1000000,225839.36,223198.67,225439.87,-2241.2,0,223198.67,225439.87,-2241.2,0,6/30/17,FIXED INCOME,CMO,CMO,AGENCY CMOS,,,Direct
'3136AC3N9,',USD,UNITED STATES OF AMERICA (THE),FANNIE MAE,3.5%   25 Jul 2042,7/25/42,3.5,703000,398893.49,49700.41,72795.58,-23095.17,0,49700.41,72795.58,-23095.17,0,6/30/17,FIXED INCOME,CMO,CMO,AGENCY CMOS,,,Direct
'31359MFP3,'7060438,USD,UNITED STATES OF AMERICA (THE),FANNIE MAE,7.25%   15 May 2030,5/15/30,7.25,0,600000,889380,691535.69,197844.31,5558.33,889380,691535.69,197844.31,5558.33,6/30/17,FIXED INCOME,GOVERNMENT ISSUES,AGENCY,AGENCY,Aaa,AA+,Direct
'3136ACAB7,',USD,UNITED STATES OF AMERICA (THE),FANNIE MAE,3%   25 Feb 2043,2/25/43,3,1649000,950573.57,101554.81,109687.28,-8132.47,0,101554.81,109687.28,-8132.47,0,6/30/17,FIXED INCOME,CMO,CMO,AGENCY CMOS,,,Direct
'31359MEU3,'2479471,USD,UNITED STATES OF AMERICA (THE),FANNIE MAE,6.25%   15 May 2029,5/15/29,6.25,0,3500000,4749360,4703779.5,45580.5,27951.39,4749360,4703779.5,45580.5,27951.39,6/30/17,FIXED INCOME,GOVERNMENT ISSUES,AGENCY,AGENCY,Aaa,AA+,Direct
'3135G0ZR7,'BQR7XN9,USD,UNITED STATES OF AMERICA (THE),FANNIE MAE,2.625%   06 Sep 2024,9/6/24,2.625,0,3855000,3955114.35,3819803.85,135310.5,32325.78,3955114.35,3819803.85,135310.5,32325.78,6/30/17,FIXED INCOME,GOVERNMENT ISSUES,AGENCY,AGENCY,Aaa,AA+,Direct
'3135G0Q22,'BZ1GVK8,USD,UNITED STATES OF AMERICA (THE),FANNIE MAE,1.875%   24 Sep 2026,9/24/26,1.875,0,5000000,4740700,4812818.75,-72118.75,25260.42,4740700,4812818.75,-72118.75,25260.42,6/30/17,FIXED INCOME,GOVERNMENT ISSUES,AGENCY,AGENCY,Aaa,AA+,Direct
'3135G0K36,'BYSWT97,USD,UNITED STATES OF AMERICA (THE),FANNIE MAE,2.125%   24 Apr 2026,4/24/26,2.125,0,7000000,6822830,6973354.5,-150524.5,27684.03,6822830,6973354.5,-150524.5,27684.03,6/30/17,FIXED INCOME,GOVERNMENT ISSUES,AGENCY,AGENCY,Aaa,AA+,Direct
'3136ARP44,',USD,UNITED STATES OF AMERICA (THE),FANNIEMAE ACES,1%   25 Jan 2039,1/25/39,2.79963,1680000,1595578.99,193756.58,199073.41,-5316.83,0,193756.58,199073.41,-5316.83,0,6/30/17,FIXED INCOME,CMO,CMO,AGENCY CMOS,,,Direct
'3136AMM71,',USD,UNITED STATES OF AMERICA (THE),FANNIEMAE ACES,1%   25 Jul 2022,7/25/22,0.65289,9400000,8671917.36,201398.34,293171.06,-91772.72,0,201398.34,293171.06,-91772.72,0,6/30/17,FIXED INCOME,CMO,CMO,AGENCY CMOS,,,Direct
'31392DQH8,',USD,UNITED STATES OF AMERICA (THE),FANNIEMAE GRANTOR TRUST,1%   25 Jul 2032,7/25/32,1.43611,2300000,46731.35,44911.01,46731.28,-1820.27,9.32,44911.01,46731.28,-1820.27,9.32,6/30/17,FIXED INCOME,OTHER ASSET BACKED,MORTGAGE PASS-THROUGH,FNMA,,,Direct
'313401H46,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL 360043,10%   01 Dec 2018,12/1/18,10,154115,24.68,25.51,24.76,0.75,0,25.51,24.76,0.75,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'31297LBJ8,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL A30941,5.5%   01 Feb 2035,2/1/35,5.5,2931412,154324.1,172619.22,166398.75,6220.47,0,172619.22,166398.75,6220.47,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3128K2N70,'B19C780,USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL A42214,5.5%   01 Jan 2036,1/1/36,5.5,1047101,38042.94,42560.54,41315.25,1245.29,0,42560.54,41315.25,1245.29,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3128K8BR6,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL A47248,5%   01 Oct 2035,10/1/35,5,3604506,207598.93,226967.91,223071.55,3896.36,0,226967.91,223071.55,3896.36,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3128KLQQ3,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL A57663,5.5%   01 Dec 2036,12/1/36,5.5,2722138,87426.99,97331.59,94267.45,3064.14,0,97331.59,94267.45,3064.14,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3128KLUV7,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL A57796,6%   01 Feb 2037,2/1/37,6,38652,969.26,1098.83,1063.62,35.21,0,1098.83,1063.62,35.21,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3128KR7M0,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL A61800,5%   01 Jun 2037,6/1/37,5,2456997,129605.9,141594.45,139265.58,2328.87,0,141594.45,139265.58,2328.87,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3128KUGS0,'BWFD524,USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL A63809,6%   01 Aug 2037,8/1/37,6,290339,8137.29,9204.33,8831.5,372.83,0,9204.33,8831.5,372.83,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3128LDR63,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL A79509,5.5%   01 Jul 2038,7/1/38,5.5,310843,10552.26,11772.63,11459.95,312.68,0,11772.63,11459.95,312.68,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3128LEAQ5,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL A79915,5.5%   01 Jul 2038,7/1/38,5.5,135000,5473.48,6030.24,5901.74,128.5,0,6030.24,5901.74,128.5,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'312928ZM9,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL A82548,5.5%   01 Oct 2038,10/1/38,5.5,106134,11752.51,13165.87,12672.03,493.84,0,13165.87,12672.03,493.84,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'312934WB4,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL A87842,4.5%   01 Aug 2039,8/1/39,4.5,1169992,241483.49,259575.43,265782.77,-6207.34,0,259575.43,265782.77,-6207.34,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'312938GD9,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL A90196,4.5%   01 Dec 2039,12/1/39,4.5,483193,76382.51,82143.28,82922.76,-779.48,0,82143.28,82922.76,-779.48,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'312938K93,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL A90320,5%   01 Dec 2039,12/1/39,5,66000,9259.7,10156.41,9894.87,261.54,0,10156.41,9894.87,261.54,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'312939WJ6,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL A91549,6%   01 Mar 2040,3/1/40,6,300507,112039.74,126440.21,121019.96,5420.25,0,126440.21,121019.96,5420.25,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'312940ZX0,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL A92558,5%   01 Jun 2040,6/1/40,5,1280709,171954.32,188095.67,182876.1,5219.57,0,188095.67,182876.1,5219.57,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'312941D20,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL A92821,5%   01 Jul 2040,7/1/40,5,305000,68895.47,75556.28,73621.27,1935.01,0,75556.28,73621.27,1935.01,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3129414T1,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL A93534,4%   01 Aug 2040,8/1/40,4,523077,83283.76,87938.49,88176.68,-238.19,0,87938.49,88176.68,-238.19,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'312944PE5,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL A95821,4%   01 Dec 2040,12/1/40,4,117826,55435.24,59178.23,57981.77,1196.46,0,59178.23,57981.77,1196.46,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3129456E3,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL A97169,5%   01 Feb 2041,2/1/41,5,472301,145411.98,159029.81,155386.33,3643.48,0,159029.81,155386.33,3643.48,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3129462V7,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL A97988,5%   01 Apr 2041,4/1/41,5,379183,84389.5,91727.17,90178.09,1549.08,0,91727.17,90178.09,1549.08,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'31292HA95,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL C00932,7%   01 Mar 2030,3/1/30,7,1500000,7850.13,8780.84,8148.07,632.77,0,8780.84,8148.07,632.77,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'31292KZ75,'B8K8GG7,USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL C03466,5.5%   01 Mar 2040,3/1/40,5.5,195669,23371.06,25902.61,25996.65,-94.04,0,25902.61,25996.65,-94.04,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'31292LAH8,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL C03608,3.5%   01 Dec 2040,12/1/40,3.5,1011595,281393.4,290347.34,290846.46,-499.12,0,290347.34,290846.46,-499.12,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'31292LYR0,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL C04320,3%   01 Dec 2042,12/1/42,3,142164,97483.49,97846.13,101260.97,-3414.84,0,97846.13,101260.97,-3414.84,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'31293TNT0,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL C29402,7%   01 Aug 2029,8/1/29,7,2284252,16611.9,16761.24,17242.63,-481.39,0,16761.24,17242.63,-481.39,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'31294B5Y7,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL C35363,7%   01 Jan 2030,1/1/30,7,1508688,2062.54,2232.95,2153.9,79.05,0,2232.95,2153.9,79.05,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'31298UTV1,'B03R450,USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL C57764,7%   01 Sep 2031,9/1/31,7,8482873,42271.77,46419.05,44464.63,1954.42,0,46419.05,44464.63,1954.42,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'31335HXF5,'B15GJR9,USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL C90678,6%   01 Mar 2023,3/1/23,6,82561,1977.49,2222.03,2146.19,75.84,0,2222.03,2146.19,75.84,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3128P7L35,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL C91246,5%   01 May 2029,5/1/29,5,789913,101977.91,110951.97,108455.13,2496.84,0,110951.97,108455.13,2496.84,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3128GUW40,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL E90667,6%   01 Jul 2017,7/1/17,6,405345,33.77,33.74,35.11,-1.37,0,33.74,35.11,-1.37,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3128GVUH1,'B12P7D1,USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL E91484,6%   01 Sep 2017,9/1/17,6,141586,78.09,78.14,81.19,-3.05,0,78.14,81.19,-3.05,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3128LXAT7,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL G01818,5%   01 May 2035,5/1/35,5,3617800,133775.25,146205.65,144686.29,1519.36,0,146205.65,144686.29,1519.36,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3128LXAV2,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL G01820,5.5%   01 Jun 2035,6/1/35,5.5,18500000,709515.7,795679.29,760236.46,35442.83,0,795679.29,760236.46,35442.83,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3128LXBF6,'B15VWL9,USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL G01838,5%   01 Jul 2035,7/1/35,5,6210000,278314.25,304971.19,297796.23,7174.96,0,304971.19,297796.23,7174.96,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3128LXUK4,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL G02386,6%   01 Nov 2036,11/1/36,6,2000000,39931.8,45044.67,43875.08,1169.59,0,45044.67,43875.08,1169.59,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3128M5NV8,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL G03704,5.5%   01 Dec 2037,12/1/37,5.5,180591,4716.44,5255.67,5085.49,170.18,0,5255.67,5085.49,170.18,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3128M6PH5,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL G04624,6%   01 Feb 2033,2/1/33,6,4624,321.92,366.92,322.5,44.42,0,366.92,322.5,44.42,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3128M6PN2,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL G04629,6%   01 Jan 2029,1/1/29,6,2870,268.17,301.33,268.67,32.66,0,301.33,268.67,32.66,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3128M6QV3,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL G04668,5%   01 Mar 2038,3/1/38,5,6534546,266158.99,290557.78,285996.16,4561.62,0,290557.78,285996.16,4561.62,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3128M6RM2,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL G04692,5.5%   01 Feb 2035,2/1/35,5.5,7738000,800997.06,897357.01,817511.96,79845.05,0,897357.01,817511.96,79845.05,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3128M7AX4,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL G05122,5.5%   01 Jan 2039,1/1/39,5.5,2946533,99147.74,110493.22,107675.99,2817.23,0,110493.22,107675.99,2817.23,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3128M7CQ7,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL G05179,5.5%   01 Jan 2039,1/1/39,5.5,222115,8238.69,9181.77,8883.29,298.48,0,9181.77,8883.29,298.48,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3128M7H58,'BWFDFK2,USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL G05352,6%   01 Feb 2039,2/1/39,6,1147826,29387.5,33083.27,32289.52,793.75,0,33083.27,32289.52,793.75,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3128M8B60,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL G06061,4%   01 Oct 2040,10/1/40,4,169118,56982.75,60359.55,59315.5,1044.05,0,60359.55,59315.5,1044.05,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3128M8MJ0,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL G06361,4%   01 Mar 2041,3/1/41,4,319559,148265.04,158674.73,155261.3,3413.43,0,158674.73,155261.3,3413.43,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3128MAAK5,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL G07810,4.5%   01 May 2042,5/1/42,4.5,725805,343960.69,369768.06,378571.74,-8803.68,0,369768.06,378571.74,-8803.68,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3128MAFB0,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL G07962,5%   01 Nov 2041,11/1/41,5,2400000,1296596.3,1417789.16,1437195.97,-19406.81,0,1417789.16,1437195.97,-19406.81,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3128MJZQ6,'BD93R65,USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL G08750,3%   01 Mar 2047,3/1/47,3,5141256,5070866.96,5063209.95,5028059.79,35150.16,0,5063209.95,5028059.79,35150.16,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3128MDXS7,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL G14989,2.5%   01 Feb 2024,2/1/24,2.5,676786,325487.95,331366.26,329149.7,2216.56,0,331366.26,329149.7,2216.56,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3128MEK91,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL G15520,3%   01 Jul 2030,7/1/30,3,417797,329369.95,338733.94,342596.25,-3862.31,0,338733.94,342596.25,-3862.31,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3128MEW72,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL G15870,3.5%   01 Sep 2030,9/1/30,3.5,335789,284220.63,297547.74,303938.44,-6390.7,0,297547.74,303938.44,-6390.7,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'3128CUTA4,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL G30545,5%   01 Oct 2029,10/1/29,5,498000,59507.28,64596.34,63221.8,1374.54,0,64596.34,63221.8,1374.54,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'31335AAT5,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL G60018,4.5%   01 Dec 2043,12/1/43,4.5,933000,583620.39,629580.5,634094.43,-4513.93,0,629580.5,634094.43,-4513.93,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'31335AEK0,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL G60138,3.5%   01 Aug 2045,8/1/45,3.5,1804023,1488930,1542233.69,1532434.67,9799.02,0,1542233.69,1532434.67,9799.02,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'31335ANJ3,'BYNNTN9,USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL G60393,3.5%   01 Jan 2046,1/1/46,3.5,234271,204011.62,210460.43,210554.34,-93.91,0,210460.43,210554.34,-93.91,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'31335ATS7,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL G60561,3.5%   01 May 2046,5/1/46,3.5,191000,166088.17,171338.22,171667.7,-329.48,0,171338.22,171667.7,-329.48,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'31335AYP7,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL G60718,3%   01 Sep 2046,9/1/46,3,307741,293741.82,293856.38,303334.34,-9477.96,0,293856.38,303334.34,-9477.96,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'31335AY28,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL G60729,4%   01 Sep 2046,9/1/46,4,15000,13810.63,14628.36,14705.09,-76.73,0,14628.36,14705.09,-76.73,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'31335A6Z6,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL G60888,3.5%   01 Dec 2044,12/1/44,3.5,1079926,1028189.7,1060886.13,1043291.24,17594.89,0,1060886.13,1043291.24,17594.89,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'31335BCD6,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL G60968,3.5%   01 Mar 2047,3/1/47,3.5,396000,394502.97,408567,409728.33,-1161.33,0,408567,409728.33,-1161.33,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'31307MSF4,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL J31418,2.5%   01 May 2030,5/1/30,2.5,239534,194170.2,195607.06,196278.78,-671.72,0,195607.06,196278.78,-671.72,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'31307MYH3,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL J31612,3%   01 May 2030,5/1/30,3,485208,366178.65,376849.1,380596.92,-3747.82,0,376849.1,380596.92,-3747.82,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'31307NM68,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL J32181,3%   01 Jul 2030,7/1/30,3,48934,37881.69,38986.7,39491.65,-504.95,0,38986.7,39491.65,-504.95,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'31307NNV2,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL J32204,2.5%   01 Jul 2030,7/1/30,2.5,92000,72455.04,72978.89,73202.25,-223.36,0,72978.89,73202.25,-223.36,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'31307NN26,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL J32209,2.5%   01 Jul 2030,7/1/30,2.5,89596,69443.07,69956.95,70180.9,-223.95,0,69956.95,70180.9,-223.95,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'31307NV50,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL J32436,3%   01 Aug 2030,8/1/30,3,53278,46392.15,47710.61,48255.08,-544.47,0,47710.61,48255.08,-544.47,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
'31307NXU3,',USD,UNITED STATES OF AMERICA (THE),FED HM LN PC POOL J32491,2.5%   01 Jul 2030,7/1/30,2.5,20878,18660.51,18786.66,18954.99,-168.33,0,18786.66,18954.99,-168.33,0,6/30/17,FIXED INCOME,FHLMC,MORTGAGE PASS-THROUGH,FHLMC,,,Direct
